item,itemLabel,startDate,endDate,psid
Q108292434,Benoît Bindzi,1966,1968,Q108292434-53581ABC-69D9-48AC-A02B-A9B11FD60EFD
Q108292435,Raymond N'Thepe,1970,1971,Q108292435-2366E6D3-D9A3-4847-A079-23DD9D0169F0
Q108292436,Paul Dontsop,1980,1983,Q108292436-89E03DF2-4694-406F-8161-CAEA07D5DAC3
Q108292437,Philippe Mataga,1987,1988,Q108292437-96B9F6BA-3CD4-4A5D-9D00-C55DA87B9F91
Q16654676,Lejeune Mbella Mbella,2015-10-02,,Q16654676-B81CCFDA-D7CD-48D1-84AE-8F36E2A1C5D8
Q17306253,Pierre Moukoko Mbonjo,2011-12-09,2015-10-01,Q17306253-97EF856C-C3F8-4313-BC8E-2721F4918284
Q3167555,Jean-Marie Atangana Mebara,2006-09-22,2007-09-06,Q3167555-BA05B1B2-748F-4326-BFAA-AF797605C82C
Q3219209,Laurent Esso,2004-12-08,2006-09-21,Q3219209-5D8EFB6D-F202-4958-83BD-939D960FCBE3
Q4821116,Augustin Kontchou Kouomegni,1997-12-07,2001-04-26,Q4821116-896c12a4-46f4-1b18-f35f-83f424b4ac23
Q58236,Henri Eyebe Ayissi,2007-09-07,2011-12-09,Q58236-EE8646E9-4E20-41A8-A129-CEDD29A1AD27
Q98815574,Xavier Ngoubeyou,2001-04-27,2004-12-07,Q98815574-e6901b11-4952-c9ed-b6a7-ef06d8735e89
