item,name,party,partyLabel,area,areaLabel,startDate,endDate,gender,psid
Q111364142,Abakar Mahamat,Q953447,RDPC,Q823976,Far North,1997-05-18,2002-06-29,,Q111364142-EC7D7D2E-6E9A-42FF-B97F-DAD97C7BDAFF
Q28497635,Abba Boukar,Q953447,RDPC,Q823976,Far North,1997-05-18,2002-06-29,male,Q28497635-91DE8F75-9D22-4AB1-990C-BA1DA0AC673D
Q111366061,Abbo André Théodore,Q6979097,UNDP,Q351514,Adamawa,1997-05-18,2002-06-29,,Q111366061-F04308AE-F74E-4B46-8761-8CB0F707D031
Q111366062,Abbo Mohomadou,Q6979097,UNDP,Q351514,Adamawa,1997-05-18,2002-06-29,,Q111366062-B8518F78-FE6F-4B55-A196-01D5A056B4D0
Q111364156,Abdoulaye Bougue,Q953447,RDPC,Q502341,North Region,1997-05-18,2002-06-29,,Q111364156-FFB8C2CD-81A8-4902-993D-EDA1CE211431
Q111364159,Adama Modi,Q953447,RDPC,Q823976,Far North,1997-05-18,2002-06-29,,Q111364159-09E365C5-9090-48AF-9812-B64C53C45831
Q687116,Adamou Ndam Njoya,Q3550257,UDC,Q165784,West Region,1997-05-18,2002-06-29,male,Q687116-70FD7818-30D1-4E9B-89D8-9B912699F5F6
Q111366064,Adji Marie-Paule,Q6979097,UNDP,Q351514,Adamawa,1997-05-18,2002-06-29,,Q111366064-0E077860-AB47-42D1-B67A-9CF5FE3984AE
Q111364162,Adjibolo Philémon,Q953447,RDPC,Q845168,East Region,1997-05-18,2002-06-29,,Q111364162-A7A7C190-5E00-4FFF-AD4D-C037F22081AC
Q111364924,Aka Amuam Joseph,Q1470113,SDF,Q823946,Northwest Region,1997-05-18,2002-06-29,,Q111364924-51DC10BD-92F2-4D8D-83FA-4135432FD51A
Q111366065,Akonteh Andrew Bengkah Babila,Q1470113,SDF,Q823946,Northwest Region,1997-05-18,2002-06-29,,Q111366065-E8138DAB-C7BD-4C4C-AE8C-9B1AFBE9A368
Q111366067,Aktai Alaou,Q953447,RDPC,Q823976,Far North,1997-05-18,2002-06-29,,Q111366067-D02953A6-0FB7-437A-A473-45706A09AA8F
Q111340975,Ali Adjit,Q953447,RDPC,Q823976,Far North,1997-05-18,2002-06-29,,Q111340975-244DDB69-6010-4DC0-9BD9-547896CD277B
Q111342347,Amadou Mohaman,Q6979097,UNDP,Q502341,North Region,1997-05-18,2002-06-29,,Q111342347-6A4CE524-48D5-4229-B44B-2D4BCD80C7DB
Q111366069,Ambela Foumena Louis,Q953447,RDPC,Q739951,Centre,1997-05-18,2002-06-29,,Q111366069-6768F568-FD9E-466F-9867-78D46650424B
Q111366070,Ambombo Nga,Q953447,RDPC,Q845172,Littoral,1997-05-18,2002-06-29,,Q111366070-54FC2FDC-174A-45EC-A47B-5B7D11156614
Q111364929,Amougou Noma Nicolas,Q953447,RDPC,Q739951,Centre,1997-05-18,2002-06-29,,Q111364929-7FCC17AE-0998-4E6A-9483-2281B28A0209
Q111366071,Amvela Dominique,Q953447,RDPC,Q857122,South Region,1997-05-18,2002-06-29,,Q111366071-5CE1318E-615D-4661-9B46-A6D1F75B5DE7
Q111364931,Andze Andze Emile,Q953447,RDPC,Q739951,Centre,1997-05-18,2002-06-29,,Q111364931-75222BCA-6C4E-460A-ACA4-7086B5F7749D
Q111366072,Anoke Gaston Berdin,Q953447,RDPC,Q845172,Littoral,1997-05-18,2002-06-29,,Q111366072-5125EC8D-38A4-4B50-9489-94536AF5DA93
Q111366073,Aoudou Dang Assabe,Q953447,RDPC,Q351514,Adamawa,1997-05-18,2002-06-29,,Q111366073-7EC28F20-C57B-4E58-BF32-6832186E6A12
Q111366074,Asah Barnabas Asane,Q1470113,SDF,Q823946,Northwest Region,1997-05-18,2002-06-29,,Q111366074-9E3899DA-4924-4E98-8A50-B7AA4047AB48
Q111364169,Asu Georges Mbanda,Q1470113,SDF,Q823946,Northwest Region,1997-05-18,2002-06-29,,Q111364169-11E16625-A071-4A33-8DC7-C2D5A8C941A2
Q111366075,Atangana Maze Jean Alfred,Q953447,RDPC,Q739951,Centre,1997-05-18,2002-06-29,,Q111366075-07CE47AD-A102-4F16-806E-7FB361DECCDC
Q111366076,Ava Ava Joseph Emmanuel C.,Q953447,RDPC,Q739951,Centre,1997-05-18,2002-06-29,,Q111366076-892EC741-7869-467E-985A-46030DFE7E13
Q111342348,Awudu Mbaya Cyprian,Q1470113,SDF,Q823946,Northwest Region,1997-05-18,2002-06-29,,Q111342348-46464DDD-5D2B-46B7-B948-570BBDA34E92
Q111366077,Ayukachale Peter Egbe,Q953447,RDPC,Q607499,Southwest Region,1997-05-18,2002-06-29,,Q111366077-CBAD23D0-5FC1-49DE-B61B-C3D829D6CF3F
Q111366078,Bahounoui Batende Léon,Q953447,RDPC,Q739951,Centre,1997-05-18,2002-06-29,,Q111366078-F5263299-4073-42A2-A5CB-A1C68F12836A
Q111366079,Bakary Djalo,Q953447,RDPC,Q502341,North Region,1997-05-18,2002-06-29,,Q111366079-958898B3-7252-4537-9044-52CCAD515893
Q111366080,Baloulognoli Maurice,Q953447,RDPC,Q845168,East Region,1997-05-18,2002-06-29,,Q111366080-E42AD1C3-93C5-46E4-A4E5-B8C855759612
Q111342350,Banlog Polycarpe,Q953447,RDPC,Q845172,Littoral,1997-05-18,2002-06-29,,Q111342350-3D6D0132-EC56-471C-91E4-B9CDB7C23E94
Q111366081,Banseka Michael Tah,Q1470113,SDF,Q823946,Northwest Region,1997-05-18,2002-06-29,,Q111366081-FE9EB137-85BF-4C77-9FFE-5587F9A8B274
Q111340986,Baoro Théophile,Q953447,RDPC,Q351514,Adamawa,1997-05-18,2002-06-29,,Q111340986-05658319-E59C-45FD-BA11-E08408801751
Q111364173,Bassa Botiba Florence Eugénie,Q953447,RDPC,Q739951,Centre,1997-05-18,2002-06-29,,Q111364173-9E7EE5B0-6B66-4362-9C75-F2B99865CEEB
Q816014,Bello Bouba Maigari,Q6979097,UNDP,Q502341,North Region,1997-05-18,2002-06-29,male,Q816014-B800A7E4-7858-4430-835F-1AA4D9311889
Q111340991,Benae Serge Gabriel,Q953447,RDPC,Q857122,South Region,1997-05-18,2002-06-29,,Q111340991-503B3EAD-525F-4269-B22F-3BC04CF4147C
Q111366082,Biwongo Née Assombang Atu'U M.L..,Q953447,RDPC,Q857122,South Region,1997-05-18,2002-06-29,,Q111366082-1C7E340D-A03E-4609-ADF2-42DF9B058213
Q111364940,Blama Malla,Q953447,RDPC,Q823976,Far North,1997-05-18,2002-06-29,,Q111364940-2C3BE4C6-69D9-4905-A911-27EE59066789
Q111366083,Bol Alima Gibering,Q953447,RDPC,Q739951,Centre,1997-05-18,2002-06-29,,Q111366083-BA35F4DB-8438-4E14-98EC-CFBBD249FAC1
Q111366084,Bomoukou Nkono Réné,Q6979097,UNDP,Q845168,East Region,1997-05-18,2002-06-29,,Q111366084-67423F57-4362-4EF2-ADC9-519B9EA22B28
Q111364943,Bouba Samali Bernard,Q953447,RDPC,Q502341,North Region,1997-05-18,2002-06-29,,Q111364943-2357B596-C1A9-4C18-985E-FC00C71B332B
Q111364944,Bungong Jinka Jonathan,Q1470113,SDF,Q823946,Northwest Region,1997-05-18,2002-06-29,,Q111364944-D71B6B70-0E82-4C4F-973B-67B72CB4C29E
Q4160254,Cavaye Yeguie Djibril,Q953447,RDPC,Q823976,Far North,1997-05-18,2002-06-29,male,Q4160254-95E9B46F-5519-408B-AE27-1E9C7421703A
Q111364947,Chemo Sama Eyikeshi,Q1470113,SDF,Q823946,Northwest Region,1997-05-18,2002-06-29,,Q111364947-6493C1B3-E719-472C-83CC-F8D8EE0DE6B9
Q111366085,Chia Emmanuel Ngam,Q1470113,SDF,Q823946,Northwest Region,1997-05-18,2002-06-29,,Q111366085-83A1F0DF-6E8C-4D68-8AB5-94521175C90E
Q5209975,Dakole Daissala,Q15195678,MDR,Q823976,Far North,1997-05-18,2002-06-29,male,Q5209975-B20D0D4C-EFE4-4A53-AC0B-DAEA2D367FE1
Q111342498,Danata Paul,Q953447,RDPC,Q845168,East Region,1997-05-18,2002-06-29,,Q111342498-B593A7B3-C9B3-4539-8B7C-EEC319946C52
Q111366086,Dewa Mohaman,Q953447,RDPC,Q502341,North Region,1997-05-18,2002-06-29,,Q111366086-C1E9C063-FA3D-4BE4-9CDF-8923DB51CF7E
Q111366087,Divawoui Benoît,Q953447,RDPC,Q502341,North Region,1997-05-18,2002-06-29,,Q111366087-03090293-58BF-474B-AAFE-989A3B204B54
Q111366088,Djafarou Mohamadou,Q953447,RDPC,Q351514,Adamawa,1997-05-18,2002-06-29,,Q111366088-ED2A94E3-47DD-4962-AC27-9234B3B8E047
Q111364181,Djamara Loursantou,Q953447,RDPC,Q823976,Far North,1997-05-18,2002-06-29,,Q111364181-00770845-B87E-473D-923C-EA8B56020569
Q111366089,Dooh Priso Emmanuel,Q953447,RDPC,Q845172,Littoral,1997-05-18,2002-06-29,,Q111366089-781C2495-C320-47C8-A672-77C5884B3075
Q111366090,Ebai John Tong,Q1470113,SDF,Q607499,Southwest Region,1997-05-18,2002-06-29,,Q111366090-9C8BF3FB-92C5-48D4-BBB8-82055CC96678
Q111366091,Ebanga Ekata Gaston,Q953447,RDPC,Q857122,South Region,1997-05-18,2002-06-29,,Q111366091-DD11ED79-4F83-43E6-95D2-40618066BFB7
Q111366092,Effoe Johnson Vekima,Q1470113,SDF,Q607499,Southwest Region,1997-05-18,2002-06-29,,Q111366092-40CFB634-B6B6-43CD-BB90-34E556ECE9F3
Q111366093,Efoua Mbozo'O Samuel,Q953447,RDPC,Q857122,South Region,1997-05-18,2002-06-29,,Q111366093-CD17BE84-6E81-4270-AC3F-9370492919C1
